Iteracao,Tempo Bubble-sort,Tempo Selection-sort,Tempo Merge-Sort,Tempo Quick-sort,Tempo Radix-sort
20,1.301734875999955,0.5987549799997396,0.008019649999823741,0.0073294909998367075,0.008015690000320319
21,1.1886231230000703,0.5952124109999204,0.008125770000333432,0.0071307020002677746,0.007461745000000519
22,1.1884046410000337,0.5926977950002765,0.008108200000151555,0.007197502000053646,0.007682729000407562
23,1.181299279999621,0.596263700000236,0.008130531000006158,0.007173331999638322,0.007691668999996182
24,1.1861587329999566,0.6002029389997006,0.008439317000011215,0.007098755999777495,0.007827108000128646
25,1.1767251869996471,0.5944990120001421,0.0081565639998189,0.007429014000081224,0.007468975999927352
26,1.1845387039998059,0.6010889010003666,0.008539820999885706,0.007458582999788632,0.007907450000402605
27,1.1755395449999924,0.6004630980000911,0.00804152000000613,0.007678858999952354,0.0075843919998987985
28,1.1842579320000368,0.5518983299998581,0.008405887000208168,0.007119640999917465,0.007584875000247848
29,1.196037552999769,0.6008585250001488,0.008257863999915571,0.00780463699993561,0.007606975999806309
30,1.1190385390000301,0.6030568339997444,0.008181824000075721,0.007227956000406266,0.007658299000013358
31,1.188816898999903,0.5961095520001436,0.008240602999649127,0.007937011000194616,0.007486357999823667
32,1.1782827930001076,0.5978645109998979,0.008260590999725537,0.00740663799979302,0.007852293999803805
33,1.1865411489998223,0.5954611790002673,0.008135664000292309,0.007380701999863959,0.007603698999901098
34,1.178604827000072,0.6003332710001814,0.008250189000136743,0.007590242000333092,0.00746625200008566
35,1.1743689810000433,0.5972653109997736,0.008155867999903421,0.007689049999953568,0.007517909999933181
36,1.1776490669999475,0.5993183629998384,0.008407851999891136,0.0072002649999376445,0.007495995000226685
37,1.2992201860001842,0.5990718990001369,0.008142846999817266,0.0073881150001398055,0.0075231780001558946
38,1.184511628999644,0.5984188879997419,0.008174177999990206,0.007233025000005,0.007560911999917153
39,1.1737878150001961,0.5973982689997683,0.008174945000064326,0.007554793000053905,0.007557908999842766
40,1.1897906730000614,0.6005904839998948,0.008496473999912268,0.007758555000236811,0.007501313999910053
41,1.1904416679999485,0.6014581129998078,0.008395091000238608,0.007114476999959152,0.008035017000111111
42,1.1759392069998285,0.5974564930002089,0.008299938999698497,0.007015905999651295,0.00772671699996863
43,1.1771100319997458,0.5980875650002417,0.008155897000051482,0.007737956000255508,0.007609120999859442
44,1.173765191000257,0.5935902269998223,0.008328510999945138,0.007337734999964596,0.007534283000040887
45,1.173851017999823,0.599263270999927,0.00829408199979298,0.007338535000144475,0.007774756000344496
46,1.1961604570001327,0.6019291809998322,0.008193373999802134,0.0072483740000279795,0.007454677000168886
47,1.1775026219997926,0.5995834370000921,0.008563000000322063,0.007441357000061544,0.007661377000204084
48,1.1978966780002338,0.598632414000349,0.008047627999985707,0.00707086900001741,0.007932683000035468
49,1.2056213979999484,0.6006164559998979,0.0083093429998371,0.00737483400007477,0.007487459999993007
50,1.1971153540002888,0.5984080980001636,0.00815231800015681,0.007661314999950264,0.007496421999803715
51,1.1929735319999963,0.5998719130002428,0.008181986999716173,0.007140520999655564,0.007686418000048434
52,1.1788944180002545,0.5991594530000839,0.008367960000214225,0.0075861499999518855,0.007472641999811458
53,1.1846941180001522,0.5954846959998576,0.008208918000036647,0.007095085999935691,0.00751793799963707
54,1.18567433599992,0.5974403320001329,0.008383489000152622,0.007336861000112549,0.007877054999880784
55,1.193879499999639,0.5966124339997805,0.0082974390002164,0.00758589099996243,0.00783873999989737
56,1.18357043099968,0.5944091839996872,0.008285284000066895,0.007619808999606903,0.007575675000225601
57,1.3057874119999724,0.46238586200024656,0.005182518000310665,0.004534998000053747,0.00451181100015674
58,1.1146932510000624,0.6003964589999669,0.008296097999846097,0.007646585999736999,0.007649278000371851
59,1.1966772929999934,0.5696329850002257,0.004931716000101005,0.0047992169997996825,0.004536619000191422
60,1.1632848829999602,0.5982213629999933,0.008220813000207272,0.007199275999937527,0.0074893539999720815
61,1.2964308210002855,0.5970186620002096,0.00823143900015566,0.007424542999615369,0.00773780200006513
62,1.1845033859999603,0.5975089730000036,0.008594771999923978,0.0077822240000386955,0.007754007999665191
63,1.2989325379999173,0.5997693569997864,0.008236260000103357,0.007458892000158812,0.007880895000198507
64,1.167122131999804,0.5070209599998634,0.008163584000158153,0.0075069770000482094,0.007618593999723089
65,1.1790617120000206,0.5978817719997096,0.008102863000203797,0.007638945000053354,0.0074574570003278495
66,1.1794412260001081,0.5984885259999828,0.008168182000190427,0.007417777000227943,0.007737703999737278
67,1.1958060330002809,0.6019918229999348,0.008332780999808165,0.007967855999595486,0.008059643000251526
68,1.1792886850003015,0.5965568849996998,0.008505625999987387,0.007156070999826625,0.007681022000269877
69,1.2960316809999313,0.5953511760003494,0.008198841999728756,0.007112566000159859,0.007828184000118199
70,1.2988339250000536,0.5974041509998642,0.00820186399960221,0.007367192999936378,0.00757026000019323
71,1.1842762100000073,0.5973287640003946,0.008219130000270525,0.007435603999965679,0.007844647000183613
72,1.1812068570002339,0.597398930000054,0.008200969999961671,0.007450456999777089,0.007618667999850004
73,1.1724828829997023,0.5965579549997528,0.008163733999936085,0.00710962599987397,0.007712233000347624
74,1.1839060190000055,0.5963462889999391,0.008204799999930401,0.007283993000328337,0.007421782000164967
75,1.2923212320001767,0.5963816280000174,0.008122714999899472,0.007195863000106328,0.007544598000094993
76,1.178665011999783,0.5945555640000748,0.008147162000113894,0.007384502999684628,0.007498034999571246
77,1.1872346340001059,0.5999243259998366,0.00827195900001243,0.007192215000031865,0.007677225999941584
78,1.2928262460000042,0.5953340329997445,0.008219747000111965,0.007471126999917033,0.00748441499990804
79,1.1386051160002353,0.6012251870001819,0.008181268000043929,0.007385256999896228,0.007531434999691555
80,1.13904087300034,0.5981852210002216,0.00834533699980966,0.0072610209999766084,0.007722653999735485
81,1.1864989669998067,0.597933514000033,0.008178997999948479,0.008040835999963747,0.007807997000327305
82,1.178658146000089,0.5956062029999885,0.008568240999920818,0.007788301999880787,0.007562777000202914
83,1.1862781019999602,0.6011816680002084,0.008310451999932411,0.007447720000072877,0.007551530000000639
84,1.1886404599999878,0.6004491710000366,0.008388501999888831,0.007303171999865299,0.007909363000180747
85,1.1867816589997346,0.5920096239997292,0.0049039530003938125,0.004659453999920515,0.004269351000402821
86,1.0716031440001643,0.5980395159999716,0.008011705000171787,0.0075773349999508355,0.007534316000146646
87,1.194208333000006,0.6013921459998528,0.008149307999701705,0.007533695000347507,0.007470301000012114
88,1.1809944269998596,0.599387950000164,0.008129984999868611,0.007474763000118401,0.007803364000210422
89,1.1852720789997875,0.6010434370000439,0.008349638000254345,0.00735480399998778,0.007466602000022249
90,1.1527985299999273,0.6015198869999949,0.008152640999924188,0.007991867999862734,0.007801672999903531
91,1.1867397390001315,0.6008596279998528,0.008232180000049993,0.007488135000130569,0.0076749390000259154
92,1.1889176219997353,0.6015869160000875,0.008244899000146688,0.007753804999993008,0.00783907499999259
93,1.1982863279999947,0.5994917150001129,0.008260916999915935,0.007850375999623793,0.00789392799970301
94,1.3105638199999703,0.6036985319997257,0.008496318000197789,0.007434128999648237,0.007594300000164367
95,1.2018574020003143,0.6023530010002105,0.008130220000111876,0.007555377000244334,0.007589198000005126
96,1.1807150429999638,0.5974155980002251,0.008417996999924071,0.007087899999987712,0.007434468000155903
97,1.1756136399999377,0.5964566640000157,0.008332277000135946,0.007673203999729594,0.0075399589995868155
98,1.1756726809999236,0.5955959019997863,0.00814640699991287,0.007474370999716484,0.007510381999964011
99,1.181140250000226,0.5987772899998163,0.008136734999879991,0.007358517999819014,0.007667663000120228
100,1.1902062980002484,0.5997507020001649,0.00854822100018282,0.008192923000024166,0.007595971999762696
101,1.1985475729998143,0.5997765829997661,0.008272529999885592,0.007965512999817292,0.008332194999638887
102,1.186787473000095,0.5960218789996361,0.008089067000128125,0.0075990209998053615,0.007596973000090657
103,1.182774739999786,0.5980785560000186,0.008202427000014723,0.007814179999968474,0.007725859999936802
104,1.2979052750001756,0.5970300680000946,0.008279615999981615,0.007423992999974871,0.0077897660003145575
105,1.1852272219998667,0.5976871110001412,0.008247883999956684,0.007633884999904694,0.007595122000111587
106,1.1879392969999572,0.6008660520001285,0.008240666999881796,0.007985533000010037,0.007538018999639462
107,1.18772737900008,0.6018456399997376,0.008161986000231991,0.0073760969999057124,0.007792301999870688
108,1.1747898889998396,0.5927594830000089,0.008149733999744058,0.008014064999770198,0.0074787499997910345
109,1.1816842919997725,0.5945361349999985,0.008297391000269272,0.0074755020000338845,0.007461260000127368
110,1.186334891000115,0.5962398550000216,0.008192042999780824,0.007401928999570373,0.007852212999750918
111,1.2916839780000373,0.6004381640000247,0.008250799000052211,0.0071770250001463864,0.007505279000270093
112,1.1775032000000465,0.6000942790001318,0.00824793999981921,0.0072060970001075475,0.007519293999848742
113,1.1534977409996827,0.5997205119997489,0.008230815999922925,0.007366874999661377,0.007549230999757128
114,1.1856770819999838,0.5954685429996971,0.008315613999911875,0.00783411900010833,0.007756641000014497
115,1.2038051230001656,0.6089334909997888,0.008434111000042321,0.00741002099994148,0.007631984999989072
116,1.3045897980000518,0.5988122999997358,0.008298533000015595,0.007484865000151331,0.007576923999749852
117,1.1818679090001751,0.6027279429999908,0.008549623999897449,0.0076030800000808085,0.007889717000125529
118,1.1828302130002157,0.6008489109999573,0.008141262000208371,0.00726272500014602,0.007654256000023452
119,1.1863442459998623,0.6013095529997372,0.008162524999988818,0.007254752999870107,0.007502850000037142
120,1.1368761629996698,0.5913797349999186,0.008286248000331398,0.0075383799999144685,0.007597435000207042
121,1.180727896999997,0.597385617999862,0.008083753999926557,0.0073202759999730915,0.007887631000357942
122,1.3035179499997867,0.5974937189998855,0.008241697000357817,0.0073575270002947946,0.007501943000079336
123,1.180857172999822,0.5951337850001437,0.0079587889999857,0.007252101999711158,0.007541166999999405
124,1.1840428099999372,0.5949043850000635,0.008102009000140242,0.007764255999973102,0.0075872610000260465
125,1.181626538999808,0.5946978189999754,0.008240140999987489,0.0076813639998363215,0.0074867000002996065
126,1.1854012109997711,0.5949851989998933,0.00808442900006412,0.007493770000110089,0.007473250000202825
127,1.1912573039999188,0.5960237560002497,0.008260110000264831,0.00718320899977698,0.007577899000352772
128,1.1852795370000422,0.5976443089998611,0.008227773999806232,0.007506464000016422,0.007827423999970051
129,1.1808816340003432,0.6019171600000846,0.008411751000039658,0.007714845000009518,0.007538028999988455
130,1.1839940150002803,0.5961621199999172,0.00817513499987399,0.007232870999814622,0.007638635000148497
131,1.1838355969998702,0.5958110209999177,0.00820669699987775,0.007429785000113043,0.0074696699998639815
132,1.0698895040000025,0.41911286100003053,0.006135463999726198,0.005457686000227113,0.005351798999981838
133,1.0255596140000307,0.5988093379996826,0.008266877000096429,0.007679529000142793,0.0074889010002152645
134,1.1840489780001917,0.5685434669999267,0.008176434000233712,0.007414188999973703,0.00802889700025844
135,1.1882882390000304,0.5985543459996734,0.008257510000021284,0.007582353000088915,0.007683445000111533
136,1.1811902959998406,0.6042995749999136,0.008357699000043795,0.007353260999934719,0.007923057999960292
137,1.1856171070003256,0.5986396599996624,0.008322677000251133,0.007452744000147504,0.008137624000028154
138,1.2302210719999493,0.6000552330001483,0.008319871999901807,0.0073180750000574335,0.007578901999750087
139,1.1930925020001268,0.6011734200001229,0.008210666999730165,0.0076471859997582214,0.008124078000037116
140,1.1405174070000612,0.5991515390001041,0.00864025499959098,0.007231314999899041,0.007536223999977665
141,1.1927960449997954,0.5978195530001358,0.008474846000353864,0.007439466000050743,0.007726524000190693
142,1.183181900999898,0.5989592719997745,0.008204896999814082,0.0076519180001923814,0.007923564000066108
143,1.2797403260001374,0.5962570480000977,0.008361906999653002,0.007070223000027909,0.007489393000014388
144,1.1849373189998005,0.5925751489999129,0.00820579799983534,0.007358304999797838,0.007551958000021841
145,1.1906984909996936,0.5974248019997503,0.008386597000026086,0.007180450000305427,0.007918124000298121
146,1.187071074999949,0.595875703999809,0.00827266399983273,0.007450391000020318,0.007767880999836052
147,1.202780454999811,0.5988062270002956,0.008299350000015693,0.007335724999848026,0.007573199000034947
148,1.1810318309999275,0.5956566239997301,0.008044168000196805,0.007489453000289359,0.007451273000242509
149,1.1842652250002175,0.5944753740000124,0.008234334000007948,0.007456129000274814,0.007830802000171388
150,1.2918831329998284,0.5936522239999249,0.008185675999811792,0.007634168999629765,0.007502476999889041
151,1.182600814000125,0.5965905990001374,0.008307490000333928,0.008325466000314918,0.00764059500033909
152,1.283543715000178,0.6013105960000757,0.008222022000154539,0.007428903999880276,0.007445636000284139
153,1.1866207869998107,0.5985600670001077,0.008396739000090747,0.007581471999856149,0.007647829999768874
154,1.1780799719999777,0.5990538579999338,0.008183639999970183,0.007388070000160951,0.007472302000223863
155,1.3003653829996438,0.6020879460002106,0.008224089000123058,0.0071358640002472384,0.007827433999864297
156,1.1972724329998528,0.5993313339999986,0.008407895000345889,0.00735194600019895,0.007780777000334638
157,1.1919801829999415,0.5975828700002239,0.008206394999888289,0.007494869999845832,0.007474712999737676
158,1.1825906080002824,0.5958318339999096,0.008197377000215056,0.007226833999993687,0.007694813999933103
159,1.1792009470000266,0.5987829979999333,0.008394047999900067,0.007413161999920703,0.007623920999776601
160,1.1867506339999636,0.5949912769997354,0.008213522000005469,0.007608493000134331,0.007647401000212994
161,1.1954237840000133,0.5997413249997408,0.007190740000169171,0.004963998999755859,0.004628876999959175
162,1.110350176999873,0.5958479829996577,0.00817265200021211,0.007462582999778533,0.007527463000315038
163,1.277206324999952,0.5958120459999918,0.008189783000034367,0.007388614999854326,0.007503089999772783
164,1.1797547559999657,0.5968376079999871,0.008139202000165824,0.007068056000207434,0.007512613000017154
165,1.1882194730001174,0.5993180020000182,0.00812757399990005,0.007392729999992298,0.007543885000359296
166,1.1795383809999294,0.59665276800024,0.008151015999828815,0.007342557999891142,0.007749209999929008
167,1.1849754279996887,0.6025391540001692,0.00819015400020362,0.007431949999954668,0.007489839999834658
168,1.1928927300000396,0.5970396040002015,0.008275006999610923,0.007640937000360282,0.007706976999998005
169,1.1746496989999287,0.5973910810002963,0.008164148000105342,0.007931485999961296,0.007803403999787406
170,1.1875641850001557,0.601777533999666,0.008343326000158413,0.00779323699998713,0.007531680000283814
171,1.1787468779998562,0.5972570919998361,0.008361745999991399,0.00731557300014174,0.007463333000032435
172,1.2961355990000811,0.6024505929999577,0.008326650000071822,0.007570743000087532,0.007517419999658159
173,1.1710055830003512,0.599213411999699,0.008192612000129884,0.008579606000239437,0.007485132000056183
174,1.244369703999837,0.6028478200000791,0.008353321999948093,0.007931189999908383,0.007656369000414998
175,1.1942452969997248,0.6002014260002397,0.008216117000301892,0.0071056189999580965,0.0075395159997242445
176,1.1912316080001801,0.6004984880000848,0.008155858000009175,0.0074826840000241646,0.007880921999912971
177,1.1839223889996902,0.5975453470000502,0.008032375999846408,0.007440014000167139,0.007929976000013994
178,1.1764427120001528,0.5976558860002115,0.008132416000080411,0.007427854000070511,0.0075626269999702345
179,1.2976060210003197,0.5962559690001399,0.008417003999966255,0.007311364000088361,0.0077079009997760295
180,1.1854283829998167,0.5971873459998278,0.008561542999814264,0.007372007999947527,0.007524431000092591
181,1.2824902570000631,0.5983984499998769,0.00825246700014759,0.007421898000302463,0.007488543000363279
182,1.1704777119998653,0.5983037999999397,0.008380899000258069,0.007505923000280745,0.007713323000189121
183,1.1858878030002415,0.597943555999791,0.008184775000245281,0.007299990000319667,0.007637836999947467
184,1.1782842309999069,0.5949824940003055,0.008274780999727227,0.0074201070001436165,0.007446684000115056
185,1.187157470999864,0.5983554639997237,0.008216392000122141,0.007967617999838694,0.007861496000259649
186,1.1814382039997327,0.5948045579998507,0.008196729999781383,0.007320116999835591,0.00767942500033314
187,1.2921648470000946,0.5949508839998998,0.008237339000061183,0.007276891999936197,0.007549756999651436
188,1.179767044000073,0.5953331670002626,0.00825935600005323,0.007252606000292872,0.007670096999845555
189,1.1737397069996405,0.5952430259999346,0.008110634999866306,0.007174987999860605,0.007669652999993559
190,1.185855968999931,0.6025336830002743,0.008138797000356135,0.007327554999847052,0.0075287780000508064
191,1.188389613000254,0.5984626580002441,0.008296257999973022,0.008548837999569514,0.007709129999966535
192,1.1844822839998415,0.5958406879999529,0.008300160000089818,0.0075022050000370655,0.007480038000267086
193,1.1804616669996904,0.5960540930000207,0.008175896000011562,0.007501448999846616,0.007836871999643336
194,1.299733130000277,0.5966500189997532,0.008534035000138829,0.007363441000052262,0.0075189110002611415
195,1.1963251880001735,0.5988086580000527,0.008363305999864679,0.0072042239999063895,0.007602242000302795
196,1.1837479319997328,0.5960773729998436,0.008452840999780165,0.007596031000048242,0.007622210000135965
197,1.1869947199998023,0.5987389520000761,0.008249568999872281,0.007101376999798958,0.00768477699966752
198,1.2926045219996922,0.5969392639999569,0.008208915000068373,0.00724570100010169,0.007500703999994585
199,1.195593944000393,0.547713419000047,0.00829693000014231,0.007662164000066696,0.007609492000028695
