Iteracao,Tempo Bubble-sort,Tempo Selection-sort,Tempo Merge-Sort,Tempo Quick-sort,Tempo Radix-sort
0,1.0067712199997914,0.6009229149999555,0.008346419999952559,0.007682923000174924,0.007474890000139567
1,1.1809489220001979,0.4180211610000697,0.004833906999920146,0.0045620220000728295,0.004355178999958298
2,1.15809410199995,0.5978947000000971,0.008212467000021206,0.007825183000022662,0.007630566999978328
3,1.187813860999995,0.6088155750001079,0.008190986000045086,0.007797183999855406,0.007642516000032629
4,1.127357560999826,0.5929939509999258,0.00808823400006986,0.0077073279999240185,0.007542576999867379
5,1.17868244400006,0.5921779719999449,0.008072373999993943,0.007729838999921412,0.007546829999910187
6,1.1640110119999463,0.6003002950001246,0.008219729000074949,0.007648183000128483,0.007527453999955469
7,1.184177482999985,0.5990875239999696,0.008083945999942443,0.0075850360001368244,0.00746874299989031
8,1.1750110929999664,0.59760624799992,0.008044321000170385,0.007558322000022599,0.007470952000176112
9,1.1898125269999582,0.588410703000136,0.008109303000082946,0.007513799999969706,0.007505196000010983
10,1.1736972950000109,0.5894952010000907,0.008205355999962194,0.007664854000040577,0.007523629000161236
11,1.173759192000034,0.5939226509999571,0.008071555000014996,0.007582218000152352,0.007496482999840737
12,1.1756815730000199,0.5933436610000626,0.008214044999931502,0.0077181510000627895,0.0075058299999000155
13,1.1844522930000494,0.5927112809999926,0.008190723000097933,0.007661061000135305,0.00795236399994792
14,1.16368393200014,0.5948864599999979,0.008228271000007226,0.007756192999977429,0.007819435000101294
15,1.1846048190000147,0.5766870089998974,0.00549228599993512,0.00512128299988035,0.004691742999966664
16,1.0523678439999458,0.5946996429997853,0.0081275210000058,0.0076144710001244675,0.007556986000054167
17,1.1733965329999592,0.5968292320001183,0.008093833999964772,0.007504189999963273,0.0078025910001997545
18,1.1749497110001812,0.5983362250001392,0.008125438999968537,0.007623223000109647,0.0075367270001152065
19,1.1690821249999317,0.6003726769999957,0.008039202999952977,0.007679579999830821,0.007584289999840621
20,1.2567435490000207,0.5895703250000679,0.008123196000042299,0.007645204000027661,0.007503197999994882
21,1.2547197660001075,0.5909043690000999,0.00806341399993471,0.007657832999939274,0.007508200000074794
22,1.1735370179999336,0.5927037690000816,0.008168461999957799,0.007656460999896808,0.007532356999945478
23,1.1742889150000337,0.5928556769999886,0.00810026299996025,0.007667609000009179,0.007476628999938839
24,1.1774532140000247,0.5495077319999382,0.008160303999829921,0.0076538189998700545,0.007458006999968347
25,1.190536537000071,0.5902199290001136,0.008114212000009502,0.007610987000134628,0.007469265000054293
26,1.1866909530001521,0.5979428160001135,0.008189239999865094,0.007766806999825349,0.007572062000008373
27,1.1916311520001273,0.5332568470000751,0.004726702999960253,0.004572712000026513,0.004232783000134077
28,1.0919304299998203,0.5934487260001333,0.008155753999972148,0.0076054470000599395,0.007698386999891227
29,1.1750715509999736,0.5986343390000002,0.00801556300007178,0.007584642999972857,0.0075348580000991205
30,1.2002908639999532,0.5957069000000956,0.008158626999829721,0.007598480999831736,0.007462240999984715
31,1.28317968500005,0.5931204230000731,0.008416963999934524,0.007701004999944416,0.008021123999924384
32,1.2969466469999134,0.5970607720000771,0.008102517999986958,0.007671574999903896,0.007502387000158706
33,1.2174703939999745,0.5927534820000346,0.008291445000168096,0.00785672799997883,0.007540638000136823
34,1.1805872850000014,0.5960023439999986,0.008196518000204378,0.00759526999991067,0.007479690000081973
35,1.2906260380000276,0.5921480629999678,0.008094174000007115,0.007606718000033652,0.007465509999974529
36,1.1702262119999887,0.5925159729999905,0.00810693999983414,0.0075764230000459065,0.0074296850000337145
37,1.1724963609999577,0.5924051079998662,0.008167644999957702,0.00757006500020907,0.0074734500001341075
38,1.177820999000005,0.5892797379999593,0.00826387799997974,0.007680847000074209,0.007547795999926166
39,1.181698231999917,0.6054633379999359,0.008345675999862578,0.007698379999965255,0.007708238000077472
40,1.179138691999924,0.5955339259999164,0.008090693999974974,0.007695138999906703,0.007600296999953571
41,1.1745693340001253,0.5948290370001814,0.00809869699992305,0.007595962999857875,0.007481272999939392
42,1.175275640000109,0.5934220950000508,0.008349553000016385,0.007778933000054167,0.007727171000169619
43,1.1827654230000917,0.5912960069999826,0.008110649999935049,0.007695520999959626,0.007640413999979501
44,1.262848920000124,0.6037029560000065,0.008432996999999887,0.007802391000041098,0.0074943250001524575
45,1.1968389969999862,0.5874941239999316,0.004842048000000432,0.004750891999947271,0.004625236000038058
46,1.1673602710000068,0.5967530790001092,0.008219122000127754,0.008028665999972873,0.007897003999914887
47,1.1904992209999818,0.5960957600000256,0.008306575000005978,0.007811643999957596,0.007497785999930784
48,1.1932756779999636,0.5983572029999777,0.008175963999974556,0.007586327000126403,0.007618753999850014
49,1.1962900720000107,0.5953557980001278,0.008357692000117822,0.007676306999883309,0.007593756000005669
50,1.1777201549998608,0.5945718609998494,0.008304251000026852,0.007756072999882235,0.0077332680000381515
51,1.1950704559999394,0.5517172770000798,0.005681020000110948,0.0046710369999800605,0.004425516000083007
52,1.130431187999875,0.59917971699997,0.008084468000106426,0.0075619890001235035,0.0074873910000405886
53,1.1832136340001398,0.5914031720001276,0.008073243999888291,0.00757780100002492,0.007493213999850923
54,1.14000311399991,0.5992500730001211,0.008213457000010749,0.007686925999905725,0.00781281499985198
55,1.1738444489999438,0.5922844050001004,0.008273200999838082,0.007981465000057142,0.007793205000098169
56,1.1889610309999625,0.5954666359998555,0.00834144399982506,0.007738193000022875,0.007419391999974323
57,1.191542858000048,0.6011832159999813,0.008222878999958994,0.007789904999981445,0.007518447999927957
58,1.266306873999838,0.45812560700005633,0.004849304999879678,0.004617212000084692,0.004225786999995762
59,1.1096651059999658,0.5899821250000059,0.00813355400009641,0.0075610419999065925,0.007567517000097723
60,1.1703631810000843,0.5947036420000131,0.008111573999940447,0.0075564810001651495,0.0074409559999821795
61,1.179123152999864,0.5971129720001045,0.008076040000105422,0.007554763999905845,0.007406379000030938
62,1.1731219119999423,0.5965454289998888,0.008230081000192513,0.007608255999912217,0.007480891999875894
63,1.2498253219998787,0.5949348339997869,0.008109822000051281,0.007705272000066543,0.007632168000100137
64,1.1800929049998103,0.5946859289999793,0.008086052999942694,0.007600442000011753,0.007539388999930452
65,1.1805031349999808,0.5883528800000022,0.008141492000049766,0.007571882000092955,0.007505605000005744
66,1.178511422000156,0.5857900910000353,0.008300630999883651,0.0075574969998797314,0.007459659999994983
67,1.1804186639999443,0.600082446999977,0.008242512000151692,0.007518291999986104,0.007676370999888604
68,1.1840150199998334,0.5948540229999253,0.008228168999949048,0.0075890650000474125,0.007521317000055205
69,1.1861041780000505,0.5943475400001716,0.008188439000150538,0.007564504999891142,0.007463537999910841
70,1.1801181910000196,0.5954450490000909,0.008252040000115812,0.007611779999933788,0.007553686999926867
71,1.1871899950001534,0.5939154049999615,0.008253156999899147,0.007598792999942816,0.007465357999990374
72,1.1858744619999015,0.5599268620001112,0.005298784000160595,0.005805899000051795,0.007749446999923748
73,1.183874023000044,0.593135607000022,0.008124154999904931,0.007572440000103597,0.007492520000141667
74,1.1699622739999995,0.5926658969999608,0.00808614600009605,0.007529989999966347,0.007741014999965046
75,1.1819034190000366,0.5926231569999345,0.008150042000124813,0.007554833000085637,0.007856722000042282
76,1.1774018879998494,0.5948302140000123,0.008421866999924532,0.007600173999890103,0.007744451000007757
77,1.1972631529999944,0.5947960930000136,0.008316137000065282,0.007660359999817956,0.007504308000079618
78,1.167905165000093,0.5916836460000923,0.008125215999825741,0.0075450200001796475,0.007461700000021665
79,1.1790123790001417,0.5957938220001324,0.008132536000175605,0.00758210499998313,0.007507651999958398
80,1.1802589300000363,0.5913280620000023,0.00829999500001577,0.007663530999934665,0.007464157999947929
81,1.19659531100001,0.5956362920001084,0.008142324000118606,0.007598778999863498,0.007576083000003564
82,1.1978420579998783,0.5985101280000436,0.008285903000114558,0.007648676999906456,0.007475752999880569
83,1.1904249789999994,0.5894216839999444,0.008047861000022749,0.007619901999987633,0.007484571000077267
84,1.2439209399999527,0.5919379839999692,0.008052805000033914,0.007552520999979606,0.0075008389999311476
85,1.1841061439999976,0.5976370339999448,0.008127840000042852,0.007603599000049144,0.007517935000123543
86,1.1874114350000582,0.5975452790000872,0.008089262000112285,0.007592557999942073,0.007502733000137596
87,1.195518982000067,0.6013695189999453,0.008203741999977865,0.007691853000096671,0.0075739670000984916
88,1.197218785999894,0.5937618400000702,0.00815016900014598,0.0076436689998899965,0.0075100100000327075
89,1.1615936670000337,0.5881690579999486,0.008080152999809798,0.007664845000135756,0.007462058999863075
90,1.1678067840000494,0.5897650140000223,0.008159349999914411,0.007586212999967756,0.007458247000158735
91,1.1719501219999984,0.5934194080000452,0.008429965000004813,0.007870530999980474,0.007896448999872518
92,1.18565050899997,0.5995785959999012,0.008200998000120308,0.007692252999959237,0.007486373000119784
93,1.1751625710001008,0.6001011300002119,0.008175623999932213,0.0075468319998890365,0.007502222000084657
94,1.1753207209999346,0.5958218640000723,0.008313693999980387,0.007952552000006108,0.007805241999903956
95,1.1882152100001804,0.5939709980000316,0.008176423999884719,0.007566493999775048,0.007474010000123599
96,1.1849945070000558,0.5923926420000498,0.008203824000020177,0.007591219999994792,0.007434350999801609
97,1.2548001819998262,0.5934910529999797,0.008350145000122211,0.007733132000112164,0.007482336000066425
98,1.2508156500000496,0.5922727209999721,0.008136232999959248,0.007670586000131152,0.00747299199997542
99,1.1773503740000706,0.593687417999945,0.008198047000178121,0.007726264999973864,0.007629938000036418
100,1.2607411059998412,0.5909511259999363,0.008208377000073597,0.007575253999902998,0.007531386999971801
